coso	site	channel	format	origen
/7811748/biwenger_web/seasonStats-nstd1	biwenger		display	criteoSubid
/7811748/biwenger_web/squad-ldb1	biwenger		display	criteoSubid
/7811748/biwenger_web/squad-ldb3	biwenger		display	criteoSubid
/7811748/biwenger_web/squad-nstd1	biwenger		display	criteoSubid
/7811748/biwenger_web/squad-sky1	biwenger		display	criteoSubid
/7811748/biwenger_web/squad-sky2	biwenger		display	criteoSubid
/7811748/biwenger_web/stats-nstd1	biwenger		display	criteoSubid
/7811748/biwenger_web/team-ldb1	biwenger		display	criteoSubid
/7811748/biwenger_web/team-ldb3	biwenger		display	criteoSubid
/7811748/biwenger_web/team-nstd1	biwenger		display	criteoSubid
/7811748/biwenger_web/tournament-ldb3	biwenger		display	criteoSubid
/7811748/biwenger_web/user-ldb1	biwenger		display	criteoSubid
/7811748/biwenger_web/user-ldb3	biwenger		display	criteoSubid
/7811748/biwenger_web/user-nstd1	biwenger		display	criteoSubid
111-megabanner	sin identificar		display	criteoSubid
111-robapaginas	sin identificar		display	criteoSubid
111-skyscraper_der	sin identificar		display	criteoSubid
111-skyscraper_izq	sin identificar		display	criteoSubid
122333-robapaginas_tres	sin identificar		display	criteoSubid
1-megabanner	sin identificar		display	criteoSubid
1-megabanner_dos	sin identificar		display	criteoSubid
1-robapaginas	sin identificar		display	criteoSubid
1-robapaginas_cuatro_local	sin identificar		display	criteoSubid
1-robapaginas_dos	sin identificar		display	criteoSubid
1-robapaginas_dos_local	sin identificar		display	criteoSubid
1-robapaginas_local	sin identificar		display	criteoSubid
1-robapaginas_tres_local	sin identificar		display	criteoSubid
abc_sevilla-outstream	abcsevilla		outstream	criteoSubid
abc-outstream	abc		outstream	criteoSubid
app.elcorreo-megabanner	elcorreo	app	display	criteoSubid
app.elcorreo-robapaginas	elcorreo	app	display	criteoSubid
app.elcorreo-robapaginas_local	elcorreo	app	display	criteoSubid
as_esports-outstream	as_esports		outstream	criteoSubid
as_futbol-outstream	as		outstream	criteoSubid
as_fútbol-outstream	as		outstream	criteoSubid
as_mob-105	as		display	criteoSubid
as_mob-115	as		display	criteoSubid
as_mob-125	as		display	criteoSubid
as_mob-135	as		display	criteoSubid
as_mob-145	as		display	criteoSubid
as_mob-155	as		display	criteoSubid
as_mob-165	as		display	criteoSubid
as_mob-175	as		display	criteoSubid
as_mob-185	as		display	criteoSubid
as_mob-195	as		display	criteoSubid
as_mob-205	as		display	criteoSubid
as_mob-215	as		display	criteoSubid
as_mob-225	as		display	criteoSubid
as_mob-235	as		display	criteoSubid
as_mob-245	as		display	criteoSubid
as_mob-255	as		display	criteoSubid
as_mob-265	as		display	criteoSubid
as_mob-275	as		display	criteoSubid
as_mob-285	as		display	criteoSubid
as_mob-295	as		display	criteoSubid
as_mob-305	as		display	criteoSubid
as_mob-315	as		display	criteoSubid
as_mob-325	as		display	criteoSubid
as_mob-335	as		display	criteoSubid
as_mob-345	as		display	criteoSubid
as_mob-355	as		display	criteoSubid
as_mob-365	as		display	criteoSubid
as_mob-375	as		display	criteoSubid
as_mob-385	as		display	criteoSubid
as_mob-395	as		display	criteoSubid
as_mob-4	as		display	criteoSubid
as_mob-405	as		display	criteoSubid
as_mob-415	as		display	criteoSubid
as_mob-425	as		display	criteoSubid
as_mob-435	as		display	criteoSubid
as_mob-445	as		display	criteoSubid
as_mob-455	as		display	criteoSubid
as_mob-465	as		display	criteoSubid
as_mob-475	as		display	criteoSubid
as_mob-485	as		display	criteoSubid
as_mob-495	as		display	criteoSubid
as_mob-5	as		display	criteoSubid
as_mob-505	as		display	criteoSubid
as_mob-515	as		display	criteoSubid
as_mob-525	as		display	criteoSubid
as_mob-535	as		display	criteoSubid
as_mob-545	as		display	criteoSubid
as_mob-55	as		display	criteoSubid
as_mob-555	as		display	criteoSubid
as_mob-565	as		display	criteoSubid
as_mob-575	as		display	criteoSubid
as_mob-585	as		display	criteoSubid
as_mob-595	as		display	criteoSubid
as_mob-605	as		display	criteoSubid
as_mob-615	as		display	criteoSubid
as_mob-625	as		display	criteoSubid
as_mob-635	as		display	criteoSubid
as_mob-65	as		display	criteoSubid
as_mob-75	as		display	criteoSubid
as_mob-805	as		display	criteoSubid
as_mob-815	as		display	criteoSubid
as_mob-825	as		display	criteoSubid
as_mob-85	as		display	criteoSubid
as_mob-865	as		display	criteoSubid
as_mob-875	as		display	criteoSubid
as_mob-885	as		display	criteoSubid
as_mob-895	as		display	criteoSubid
as_mob-905	as		display	criteoSubid
as_mob-915	as		display	criteoSubid
as_mob-95	as		display	criteoSubid
as_mobas_web-ldb1	as		display	criteoSubid
as_mobas_web-ldb2	as		display	criteoSubid
as_mobas_web-mldb1	as		display	criteoSubid
as_mobas_web-mldb2	as		display	criteoSubid
as_mobas_web-mpu1	as		display	criteoSubid
as_mobas_web-mpu2	as		display	criteoSubid
as_mobas_web-mpu3	as		display	criteoSubid
as_mobas_web-mpu4	as		display	criteoSubid
as_mobas_web-mpu5	as		display	criteoSubid
as_mobas_web-sticky	as		display	criteoSubid
as_mob-ldb1	as		display	criteoSubid
as_mob-ldb2	as		display	criteoSubid
as_mob-ldb3	as		display	criteoSubid
as_mob-ldb4	as		display	criteoSubid
as_mob-ldb5	as		display	criteoSubid
as_mob-mldb1	as		display	criteoSubid
as_mob-mldb2	as		display	criteoSubid
as_mob-mldb3	as		display	criteoSubid
as_mob-mldb4	as		display	criteoSubid
as_mob-mldb5	as		display	criteoSubid
as_mob-mpu1	as		display	criteoSubid
as_mob-mpu2	as		display	criteoSubid
as_mob-mpu3	as		display	criteoSubid
as_mob-mpu4	as		display	criteoSubid
as_mob-mpu5	as		display	criteoSubid
as_mob-sticky	as		display	criteoSubid
as_mob-sticky5	as		display	criteoSubid
as_mob-undefined	as		display	criteoSubid
as_motor-outstream	as		outstream	criteoSubid
as_nba_mob-5	as_nba		display	criteoSubid
as_nba_mob-ldb1	as_nba		display	criteoSubid
as_nba_mob-ldb2	as_nba		display	criteoSubid
as_nba_mob-mldb1	as_nba		display	criteoSubid
as_nba_mob-mldb2	as_nba		display	criteoSubid
as_nba_mob-mpu1	as_nba		display	criteoSubid
as_nba_mob-mpu2	as_nba		display	criteoSubid
as_nba_mob-mpu3	as_nba		display	criteoSubid
as_nba_mob-sticky	as_nba		display	criteoSubid
as_nba_web-ldb1	as_nba		display	criteoSubid
as_nba_web-ldb2	as_nba		display	criteoSubid
as_nba_web-mldb1	as_nba		display	criteoSubid
as_nba_web-mldb2	as_nba		display	criteoSubid
as_nba_web-mpu1	as_nba		display	criteoSubid
as_nba_web-mpu2	as_nba		display	criteoSubid
as_nba_web-mpu3	as_nba		display	criteoSubid
as_nba_web-mpu4	as_nba		display	criteoSubid
as_tikitakas-outstream	as		outstream	criteoSubid
as_web-105	as		display	criteoSubid
as_web-115	as		display	criteoSubid
as_web-125	as		display	criteoSubid
as_web-135	as		display	criteoSubid
as_web-145	as		display	criteoSubid
as_web-155	as		display	criteoSubid
as_web-165	as		display	criteoSubid
as_web-175	as		display	criteoSubid
as_web-4	as		display	criteoSubid
as_web-5	as		display	criteoSubid
as_web-55	as		display	criteoSubid
as_web-65	as		display	criteoSubid
as_webas_web-ldb1	as		display	criteoSubid
as_webas_web-ldb2	as		display	criteoSubid
as_webas_web-mldb1	as		display	criteoSubid
as_webas_web-mpu1	as		display	criteoSubid
as_webas_web-mpu2	as		display	criteoSubid
as_webas_web-mpu3	as		display	criteoSubid
as_webas_web-mpu4	as		display	criteoSubid
as_webas_web-mpu5	as		display	criteoSubid
as_webas_web-sticky	as		display	criteoSubid
as_web-ldb1	as		display	criteoSubid
as_web-ldb2	as		display	criteoSubid
as_web-ldb3	as		display	criteoSubid
as_web-ldb4	as		display	criteoSubid
as_web-ldb5	as		display	criteoSubid
as_web-mldb1	as		display	criteoSubid
as_web-mldb2	as		display	criteoSubid
as_web-mldb3	as		display	criteoSubid
as_web-mldb4	as		display	criteoSubid
as_web-mldb5	as		display	criteoSubid
as_web-mpu1	as		display	criteoSubid
as_web-mpu2	as		display	criteoSubid
as_web-mpu3	as		display	criteoSubid
as_web-mpu4	as		display	criteoSubid
as_web-mpu5	as		display	criteoSubid
as_web-sticky	as		display	criteoSubid
asb-megabanner	sin identificar		display	criteoSubid
asb-megabanner_dos	sin identificar		display	criteoSubid
asb-megabanner_local	sin identificar		display	criteoSubid
asb-robapaginas	sin identificar		display	criteoSubid
asb-robapaginas_cuatro_local	sin identificar		display	criteoSubid
asb-robapaginas_dos_local	sin identificar		display	criteoSubid
asb-robapaginas_local	sin identificar		display	criteoSubid
asb-robapaginas_tres_local	sin identificar		display	criteoSubid
as-outstream	as		outstream	criteoSubid
biwenger_app-minter	biwenger	app	display	criteoSubid
biwenger_app-mldb2	biwenger	app	display	criteoSubid
biwenger_app-mpu1	biwenger	app	display	criteoSubid
biwenger_app-mpu2	biwenger	app	display	criteoSubid
biwenger_app-mpu3	biwenger	app	display	criteoSubid
biwenger_mob-minter	biwenger		display	criteoSubid
biwenger_mob-mldb2	biwenger		display	criteoSubid
biwenger_mob-mpu1	biwenger		display	criteoSubid
biwenger_mob-mpu2	biwenger		display	criteoSubid
biwenger_mob-mpu3	biwenger		display	criteoSubid
biwenger_web-ldb1	biwenger		display	criteoSubid
biwenger_web-ldb3	biwenger		display	criteoSubid
biwenger_web-nstd1	biwenger		display	criteoSubid
biwenger_web-sky1	biwenger		display	criteoSubid
biwenger_web-sky2	biwenger		display	criteoSubid
buenavida-outstream	elpais_buenavida		outstream	criteoSubid
burgos_conecta-outstream	burgosconecta		outstream	criteoSubid
cadena_ser-outstream	cadenaser		outstream	criteoSubid
cadenadial_mob-105	cadenadial		display	criteoSubid
cadenadial_mob-115	cadenadial		display	criteoSubid
cadenadial_mob-125	cadenadial		display	criteoSubid
cadenadial_mob-135	cadenadial		display	criteoSubid
cadenadial_mob-145	cadenadial		display	criteoSubid
cadenadial_mob-155	cadenadial		display	criteoSubid
cadenadial_mob-165	cadenadial		display	criteoSubid
cadenadial_mob-175	cadenadial		display	criteoSubid
cadenadial_mob-185	cadenadial		display	criteoSubid
cadenadial_mob-195	cadenadial		display	criteoSubid
cadenadial_mob-205	cadenadial		display	criteoSubid
cadenadial_mob-215	cadenadial		display	criteoSubid
cadenadial_mob-225	cadenadial		display	criteoSubid
cadenadial_mob-235	cadenadial		display	criteoSubid
cadenadial_mob-5	cadenadial		display	criteoSubid
cadenadial_mob-55	cadenadial		display	criteoSubid
cadenadial_mob-65	cadenadial		display	criteoSubid
cadenadial_mob-75	cadenadial		display	criteoSubid
cadenadial_mob-85	cadenadial		display	criteoSubid
cadenadial_mob-95	cadenadial		display	criteoSubid
cadenadial_mob-ldb1	cadenadial		display	criteoSubid
cadenadial_mob-ldb2	cadenadial		display	criteoSubid
cadenadial_mob-mldb1	cadenadial		display	criteoSubid
cadenadial_mob-mldb2	cadenadial		display	criteoSubid
cadenadial_mob-mpu1	cadenadial		display	criteoSubid
cadenadial_mob-mpu2	cadenadial		display	criteoSubid
cadenadial_mob-mpu3	cadenadial		display	criteoSubid
cadenadial_mob-mpu4	cadenadial		display	criteoSubid
cadenadial_mob-mpu5	cadenadial		display	criteoSubid
cadenadial_mob-sticky	cadenadial		display	criteoSubid
cadenadial_mob-sticky5	cadenadial		display	criteoSubid
cadenadial_web-ldb1	cadenadial		display	criteoSubid
cadenadial_web-ldb2	cadenadial		display	criteoSubid
cadenadial_web-mldb1	cadenadial		display	criteoSubid
cadenadial_web-mldb2	cadenadial		display	criteoSubid
cadenadial_web-mpu1	cadenadial		display	criteoSubid
cadenadial_web-mpu2	cadenadial		display	criteoSubid
cadenadial_web-mpu3	cadenadial		display	criteoSubid
cadenadial-ldb1	cadenadial		display	criteoSubid
cadenadial-ldb2	cadenadial		display	criteoSubid
cadenadial-mldb1	cadenadial		display	criteoSubid
cadenadial-mldb2	cadenadial		display	criteoSubid
cadenadial-mpu1	cadenadial		display	criteoSubid
cadenadial-mpu2	cadenadial		display	criteoSubid
cadenadial-mpu3	cadenadial		display	criteoSubid
cadenadial-sticky	cadenadial		display	criteoSubid
cadenaser_mob-5	cadenaser		display	criteoSubid
cadenaser_mob-55	cadenaser		display	criteoSubid
cadenaser_mob-65	cadenaser		display	criteoSubid
cadenaser_mob-ldb1	cadenaser		display	criteoSubid
cadenaser_mob-ldb2	cadenaser		display	criteoSubid
cadenaser_mob-ldb3	cadenaser		display	criteoSubid
cadenaser_mob-mldb1	cadenaser		display	criteoSubid
cadenaser_mob-mldb2	cadenaser		display	criteoSubid
cadenaser_mob-mpu1	cadenaser		display	criteoSubid
cadenaser_mob-mpu2	cadenaser		display	criteoSubid
cadenaser_mob-mpu3	cadenaser		display	criteoSubid
cadenaser_mob-mpu4	cadenaser		display	criteoSubid
cadenaser_mob-mpu5	cadenaser		display	criteoSubid
cadenaser_mob-sticky	cadenaser		display	criteoSubid
cadenaser_mob-sticky5	cadenaser		display	criteoSubid
cadenaser_web-5	cadenaser		display	criteoSubid
cadenaser_web-55	cadenaser		display	criteoSubid
cadenaser_web-65	cadenaser		display	criteoSubid
cadenaser_web-ldb1	cadenaser		display	criteoSubid
cadenaser_web-ldb2	cadenaser		display	criteoSubid
cadenaser_web-ldb3	cadenaser		display	criteoSubid
cadenaser_web-ldb4	cadenaser		display	criteoSubid
cadenaser_web-mldb1	cadenaser		display	criteoSubid
cadenaser_web-mpu1	cadenaser		display	criteoSubid
cadenaser_web-mpu2	cadenaser		display	criteoSubid
cadenaser_web-mpu3	cadenaser		display	criteoSubid
cadenaser_web-mpu4	cadenaser		display	criteoSubid
cadenaser_web-mpu5	cadenaser		display	criteoSubid
cadenaser_web-sticky	cadenaser		display	criteoSubid
cadenaser_web-sticky5	cadenaser		display	criteoSubid
caracol_co_mob-ldb1	caracol		display	criteoSubid
caracol_co_mob-ldb2	caracol		display	criteoSubid
caracol_co_mob-mldb1	caracol		display	criteoSubid
caracol_co_mob-mpu1	caracol		display	criteoSubid
caracol_co_mob-mpu2	caracol		display	criteoSubid
caracol_co_mob-mpu3	caracol		display	criteoSubid
caracol_co_mob-mpu4	caracol		display	criteoSubid
caracol_co_mob-mpu5	caracol		display	criteoSubid
caracol_co_mob-sticky	caracol		display	criteoSubid
caracol_co_web-ldb1	caracol		display	criteoSubid
caracol_co_web-ldb2	caracol		display	criteoSubid
caracol_co_web-mldb1	caracol		display	criteoSubid
caracol_co_web-mpu1	caracol		display	criteoSubid
caracol_co_web-mpu2	caracol		display	criteoSubid
caracol_co_web-mpu3	caracol		display	criteoSubid
caracol_co_web-mpu4	caracol		display	criteoSubid
caracol_co_web-mpu5	caracol		display	criteoSubid
caracol_co_web-sticky	caracol		display	criteoSubid
caracol_mob_co-5	caracol		display	criteoSubid
caracol_mob_co-ldb1	caracol		display	criteoSubid
caracol_mob_co-ldb2	caracol		display	criteoSubid
caracol_mob_co-mldb1	caracol		display	criteoSubid
caracol_mob_co-mldb2	caracol		display	criteoSubid
caracol_mob_co-mpu1	caracol		display	criteoSubid
caracol_mob_co-mpu2	caracol		display	criteoSubid
caracol_mob_co-mpu3	caracol		display	criteoSubid
caracol_mob_co-mpu4	caracol		display	criteoSubid
caracol_mob_co-mpu5	caracol		display	criteoSubid
caracol_mob_co-sticky	caracol		display	criteoSubid
caracol_mob_co-sticky5	caracol		display	criteoSubid
caracol_web_co-5	caracol		display	criteoSubid
caracol_web_co-ldb1	caracol		display	criteoSubid
caracol_web_co-ldb2	caracol		display	criteoSubid
caracol_web_co-mldb1	caracol		display	criteoSubid
caracol_web_co-mldb2	caracol		display	criteoSubid
caracol_web_co-mpu1	caracol		display	criteoSubid
caracol_web_co-mpu2	caracol		display	criteoSubid
caracol_web_co-mpu3	caracol		display	criteoSubid
caracol_web_co-mpu4	caracol		display	criteoSubid
caracol_web_co-mpu5	caracol		display	criteoSubid
caracol_web_co-sticky	caracol		display	criteoSubid
caracol_web_co-sticky5	caracol		display	criteoSubid
cincodias_euribor_mob-mldb2	elpais_finanzas_cincodias_euribor		display	criteoSubid
cincodias_euribor_mob-mpu1	elpais_finanzas_cincodias_euribor		display	criteoSubid
cincodias_euribor_mob-mpu2	elpais_finanzas_cincodias_euribor		display	criteoSubid
cincodias_euribor_mob-mpu3	elpais_finanzas_cincodias_euribor		display	criteoSubid
cincodias_euribor_mob-sticky	elpais_finanzas_cincodias_euribor		display	criteoSubid
cmvdemo-megabanner	sin identificar		display	criteoSubid
cmvdemo-megabanner_dos	sin identificar		display	criteoSubid
cmvdemo-megabanner_tres	sin identificar		display	criteoSubid
cmvdemo-robapaginas	sin identificar		display	criteoSubid
cmvdemo-robapaginas_cinco	sin identificar		display	criteoSubid
cmvdemo-robapaginas_cinco_local	sin identificar		display	criteoSubid
cmvdemo-robapaginas_cuatro	sin identificar		display	criteoSubid
cmvdemo-robapaginas_cuatro_local	sin identificar		display	criteoSubid
cmvdemo-robapaginas_dos	sin identificar		display	criteoSubid
cmvdemo-robapaginas_dos_local	sin identificar		display	criteoSubid
cmvdemo-robapaginas_local	sin identificar		display	criteoSubid
cmvdemo-robapaginas_seis	sin identificar		display	criteoSubid
cmvdemo-robapaginas_seis_local	sin identificar		display	criteoSubid
cmvdemo-robapaginas_tres	sin identificar		display	criteoSubid
cmvdemo-robapaginas_tres_local	sin identificar		display	criteoSubid
cmvdemo-skyscraper_der	sin identificar		display	criteoSubid
cmvdemo-skyscraper_izq	sin identificar		display	criteoSubid
cmvpixel-megabanner	sin identificar		display	criteoSubid
cmvpixel-megabanner_cinco	sin identificar		display	criteoSubid
cmvpixel-megabanner_cuatro	sin identificar		display	criteoSubid
cmvpixel-megabanner_dos	sin identificar		display	criteoSubid
cmvpixel-megabanner_local	sin identificar		display	criteoSubid
cmvpixel-megabanner_tres	sin identificar		display	criteoSubid
cmvpixel-robapaginas	sin identificar		display	criteoSubid
cmvpixel-robapaginas_cinco	sin identificar		display	criteoSubid
cmvpixel-robapaginas_cinco_local	sin identificar		display	criteoSubid
cmvpixel-robapaginas_cuatro	sin identificar		display	criteoSubid
cmvpixel-robapaginas_cuatro_local	sin identificar		display	criteoSubid
cmvpixel-robapaginas_diez	sin identificar		display	criteoSubid
cmvpixel-robapaginas_diez_local	sin identificar		display	criteoSubid
cmvpixel-robapaginas_dos	sin identificar		display	criteoSubid
cmvpixel-robapaginas_dos_local	sin identificar		display	criteoSubid
cmvpixel-robapaginas_local	sin identificar		display	criteoSubid
cmvpixel-robapaginas_nueve	sin identificar		display	criteoSubid
cmvpixel-robapaginas_ocho	sin identificar		display	criteoSubid
cmvpixel-robapaginas_ocho_local	sin identificar		display	criteoSubid
cmvpixel-robapaginas_seis	sin identificar		display	criteoSubid
cmvpixel-robapaginas_seis_local	sin identificar		display	criteoSubid
cmvpixel-robapaginas_siete	sin identificar		display	criteoSubid
cmvpixel-robapaginas_siete_local	sin identificar		display	criteoSubid
cmvpixel-robapaginas_tres	sin identificar		display	criteoSubid
cmvpixel-robapaginas_tres_local	sin identificar		display	criteoSubid
cmvpixel-skyscraper_der	sin identificar		display	criteoSubid
cmvpixel-skyscraper_izq	sin identificar		display	criteoSubid
diario_montanes-outstream	eldiariomontanes		outstream	criteoSubid
diario_montañes-outstream	eldiariomontanes		outstream	criteoSubid
diario_sur-outstream	diariosur		outstream	criteoSubid
diario_vasco-outstream	diariovasco		outstream	criteoSubid
diego-megabanner	sin identificar		display	criteoSubid
diego-robapaginas	sin identificar		display	criteoSubid
diego-robapaginas_dos_local	sin identificar		display	criteoSubid
diego-robapaginas_local	sin identificar		display	criteoSubid
diego-skyscraper_der	sin identificar		display	criteoSubid
diego-skyscraper_izq	sin identificar		display	criteoSubid
dsfds-megabanner	sin identificar		display	criteoSubid
dsfds-robapaginas	sin identificar		display	criteoSubid
e_sports_mob-1005	as_esports		display	criteoSubid
e_sports_mob-1015	as_esports		display	criteoSubid
e_sports_mob-1025	as_esports		display	criteoSubid
e_sports_mob-1035	as_esports		display	criteoSubid
e_sports_mob-1045	as_esports		display	criteoSubid
e_sports_mob-105	as_esports		display	criteoSubid
e_sports_mob-1055	as_esports		display	criteoSubid
e_sports_mob-1065	as_esports		display	criteoSubid
e_sports_mob-1075	as_esports		display	criteoSubid
e_sports_mob-1085	as_esports		display	criteoSubid
e_sports_mob-1095	as_esports		display	criteoSubid
e_sports_mob-1105	as_esports		display	criteoSubid
e_sports_mob-1115	as_esports		display	criteoSubid
e_sports_mob-1125	as_esports		display	criteoSubid
e_sports_mob-1135	as_esports		display	criteoSubid
e_sports_mob-1145	as_esports		display	criteoSubid
e_sports_mob-115	as_esports		display	criteoSubid
e_sports_mob-1155	as_esports		display	criteoSubid
e_sports_mob-1165	as_esports		display	criteoSubid
e_sports_mob-1175	as_esports		display	criteoSubid
e_sports_mob-1185	as_esports		display	criteoSubid
e_sports_mob-1195	as_esports		display	criteoSubid
e_sports_mob-1205	as_esports		display	criteoSubid
e_sports_mob-1215	as_esports		display	criteoSubid
e_sports_mob-1225	as_esports		display	criteoSubid
e_sports_mob-1235	as_esports		display	criteoSubid
e_sports_mob-1245	as_esports		display	criteoSubid
e_sports_mob-125	as_esports		display	criteoSubid
e_sports_mob-1255	as_esports		display	criteoSubid
e_sports_mob-1265	as_esports		display	criteoSubid
e_sports_mob-1275	as_esports		display	criteoSubid
e_sports_mob-1285	as_esports		display	criteoSubid
e_sports_mob-1295	as_esports		display	criteoSubid
e_sports_mob-1305	as_esports		display	criteoSubid
e_sports_mob-1315	as_esports		display	criteoSubid
e_sports_mob-1325	as_esports		display	criteoSubid
e_sports_mob-1335	as_esports		display	criteoSubid
e_sports_mob-1345	as_esports		display	criteoSubid
e_sports_mob-135	as_esports		display	criteoSubid
e_sports_mob-1355	as_esports		display	criteoSubid
e_sports_mob-1365	as_esports		display	criteoSubid
e_sports_mob-1375	as_esports		display	criteoSubid
e_sports_mob-1385	as_esports		display	criteoSubid
e_sports_mob-1395	as_esports		display	criteoSubid
e_sports_mob-1405	as_esports		display	criteoSubid
e_sports_mob-1415	as_esports		display	criteoSubid
e_sports_mob-1425	as_esports		display	criteoSubid
e_sports_mob-1435	as_esports		display	criteoSubid
e_sports_mob-1445	as_esports		display	criteoSubid
e_sports_mob-145	as_esports		display	criteoSubid
e_sports_mob-1455	as_esports		display	criteoSubid
e_sports_mob-1465	as_esports		display	criteoSubid
e_sports_mob-1475	as_esports		display	criteoSubid
e_sports_mob-1485	as_esports		display	criteoSubid
e_sports_mob-1495	as_esports		display	criteoSubid
e_sports_mob-15	as_esports		display	criteoSubid
e_sports_mob-1505	as_esports		display	criteoSubid
e_sports_mob-1515	as_esports		display	criteoSubid
e_sports_mob-1525	as_esports		display	criteoSubid
e_sports_mob-1535	as_esports		display	criteoSubid
e_sports_mob-1545	as_esports		display	criteoSubid
e_sports_mob-155	as_esports		display	criteoSubid
e_sports_mob-1555	as_esports		display	criteoSubid
e_sports_mob-1565	as_esports		display	criteoSubid
e_sports_mob-1575	as_esports		display	criteoSubid
e_sports_mob-1585	as_esports		display	criteoSubid
e_sports_mob-1595	as_esports		display	criteoSubid
e_sports_mob-1605	as_esports		display	criteoSubid
e_sports_mob-1615	as_esports		display	criteoSubid
e_sports_mob-1625	as_esports		display	criteoSubid
e_sports_mob-1635	as_esports		display	criteoSubid
e_sports_mob-1645	as_esports		display	criteoSubid
e_sports_mob-165	as_esports		display	criteoSubid
e_sports_mob-1655	as_esports		display	criteoSubid
e_sports_mob-1665	as_esports		display	criteoSubid
e_sports_mob-1675	as_esports		display	criteoSubid
e_sports_mob-1685	as_esports		display	criteoSubid
e_sports_mob-1695	as_esports		display	criteoSubid
e_sports_mob-1705	as_esports		display	criteoSubid
e_sports_mob-1715	as_esports		display	criteoSubid
e_sports_mob-1725	as_esports		display	criteoSubid
e_sports_mob-1735	as_esports		display	criteoSubid
e_sports_mob-1745	as_esports		display	criteoSubid
e_sports_mob-175	as_esports		display	criteoSubid
e_sports_mob-1755	as_esports		display	criteoSubid
e_sports_mob-1765	as_esports		display	criteoSubid
e_sports_mob-1775	as_esports		display	criteoSubid
e_sports_mob-1785	as_esports		display	criteoSubid
e_sports_mob-1795	as_esports		display	criteoSubid
e_sports_mob-1805	as_esports		display	criteoSubid
e_sports_mob-1815	as_esports		display	criteoSubid
e_sports_mob-1825	as_esports		display	criteoSubid
e_sports_mob-1835	as_esports		display	criteoSubid
e_sports_mob-1845	as_esports		display	criteoSubid
e_sports_mob-185	as_esports		display	criteoSubid
e_sports_mob-1855	as_esports		display	criteoSubid
e_sports_mob-1865	as_esports		display	criteoSubid
e_sports_mob-1875	as_esports		display	criteoSubid
e_sports_mob-1885	as_esports		display	criteoSubid
e_sports_mob-1895	as_esports		display	criteoSubid
e_sports_mob-1905	as_esports		display	criteoSubid
e_sports_mob-1915	as_esports		display	criteoSubid
e_sports_mob-1925	as_esports		display	criteoSubid
e_sports_mob-1935	as_esports		display	criteoSubid
e_sports_mob-1945	as_esports		display	criteoSubid
e_sports_mob-195	as_esports		display	criteoSubid
e_sports_mob-1955	as_esports		display	criteoSubid
e_sports_mob-205	as_esports		display	criteoSubid
e_sports_mob-215	as_esports		display	criteoSubid
e_sports_mob-225	as_esports		display	criteoSubid
e_sports_mob-235	as_esports		display	criteoSubid
e_sports_mob-245	as_esports		display	criteoSubid
e_sports_mob-25	as_esports		display	criteoSubid
e_sports_mob-255	as_esports		display	criteoSubid
e_sports_mob-265	as_esports		display	criteoSubid
e_sports_mob-275	as_esports		display	criteoSubid
e_sports_mob-285	as_esports		display	criteoSubid
e_sports_mob-295	as_esports		display	criteoSubid
e_sports_mob-305	as_esports		display	criteoSubid
e_sports_mob-315	as_esports		display	criteoSubid
e_sports_mob-325	as_esports		display	criteoSubid
e_sports_mob-335	as_esports		display	criteoSubid
e_sports_mob-345	as_esports		display	criteoSubid
e_sports_mob-35	as_esports		display	criteoSubid
e_sports_mob-355	as_esports		display	criteoSubid
e_sports_mob-365	as_esports		display	criteoSubid
e_sports_mob-375	as_esports		display	criteoSubid
e_sports_mob-385	as_esports		display	criteoSubid
e_sports_mob-395	as_esports		display	criteoSubid
e_sports_mob-405	as_esports		display	criteoSubid
e_sports_mob-415	as_esports		display	criteoSubid
e_sports_mob-425	as_esports		display	criteoSubid
e_sports_mob-435	as_esports		display	criteoSubid
e_sports_mob-445	as_esports		display	criteoSubid
e_sports_mob-45	as_esports		display	criteoSubid
e_sports_mob-455	as_esports		display	criteoSubid
e_sports_mob-465	as_esports		display	criteoSubid
e_sports_mob-475	as_esports		display	criteoSubid
e_sports_mob-485	as_esports		display	criteoSubid
e_sports_mob-495	as_esports		display	criteoSubid
e_sports_mob-5	as_esports		display	criteoSubid
e_sports_mob-505	as_esports		display	criteoSubid
e_sports_mob-515	as_esports		display	criteoSubid
e_sports_mob-525	as_esports		display	criteoSubid
e_sports_mob-535	as_esports		display	criteoSubid
e_sports_mob-545	as_esports		display	criteoSubid
e_sports_mob-55	as_esports		display	criteoSubid
e_sports_mob-555	as_esports		display	criteoSubid
e_sports_mob-565	as_esports		display	criteoSubid
e_sports_mob-575	as_esports		display	criteoSubid
e_sports_mob-585	as_esports		display	criteoSubid
e_sports_mob-595	as_esports		display	criteoSubid
e_sports_mob-605	as_esports		display	criteoSubid
e_sports_mob-615	as_esports		display	criteoSubid
e_sports_mob-625	as_esports		display	criteoSubid
e_sports_mob-635	as_esports		display	criteoSubid
e_sports_mob-645	as_esports		display	criteoSubid
e_sports_mob-65	as_esports		display	criteoSubid
e_sports_mob-655	as_esports		display	criteoSubid
e_sports_mob-665	as_esports		display	criteoSubid
e_sports_mob-675	as_esports		display	criteoSubid
e_sports_mob-685	as_esports		display	criteoSubid
e_sports_mob-695	as_esports		display	criteoSubid
e_sports_mob-705	as_esports		display	criteoSubid
