coso	site	channel	format	origen
elpais_material-escritorio_mob-mldb1	elpais		display	criteoSubid
elpais_material-escritorio_mob-mpu1	elpais		display	criteoSubid
elpais_material-escritorio_mob-mpu2	elpais		display	criteoSubid
elpais_material-escritorio_mob-mpu3	elpais		display	criteoSubid
elpais_material-escritorio_mob-mpu5	elpais		display	criteoSubid
elpais_material-escritorio_mob-sticky	elpais		display	criteoSubid
elpais_material-militar_web-ldb1	elpais		display	criteoSubid
elpais_material-militar_web-mpu1	elpais		display	criteoSubid
elpais_material-militar_web-mpu2	elpais		display	criteoSubid
elpais_material-sanitario_mob-mldb1	elpais		display	criteoSubid
elpais_material-sanitario_mob-mpu1	elpais		display	criteoSubid
elpais_material-sanitario_mob-sticky	elpais		display	criteoSubid
elpais_material-sanitario_web-ldb1	elpais		display	criteoSubid
elpais_material-sanitario_web-ldb3	elpais		display	criteoSubid
elpais_material-sanitario_web-mpu1	elpais		display	criteoSubid
elpais_material-sanitario_web-mpu2	elpais		display	criteoSubid
elpais_materia-para-siglo-xxi_mob-mldb1	elpais		display	criteoSubid
elpais_materia-para-siglo-xxi_mob-mpu1	elpais		display	criteoSubid
elpais_materia-para-siglo-xxi_mob-sticky	elpais		display	criteoSubid
elpais_materia-para-siglo-xxi_web-ldb1	elpais		display	criteoSubid
elpais_materia-para-siglo-xxi_web-ldb3	elpais		display	criteoSubid
elpais_materia-para-siglo-xxi_web-mpu1	elpais		display	criteoSubid
elpais_materia-para-siglo-xxi_web-mpu2	elpais		display	criteoSubid
elpais_materias-educativas_mob-ldb1	elpais		display	criteoSubid
elpais_materias-educativas_mob-ldb2	elpais		display	criteoSubid
elpais_materias-educativas_mob-ldb3	elpais		display	criteoSubid
elpais_materias-educativas_mob-mldb1	elpais		display	criteoSubid
elpais_materias-educativas_mob-mldb2	elpais		display	criteoSubid
elpais_materias-educativas_mob-mldb3	elpais		display	criteoSubid
elpais_materias-educativas_mob-mpu1	elpais		display	criteoSubid
elpais_materias-educativas_mob-mpu2	elpais		display	criteoSubid
elpais_materias-educativas_mob-mpu3	elpais		display	criteoSubid
elpais_materias-educativas_mob-mpu4	elpais		display	criteoSubid
elpais_materias-educativas_mob-mpu5	elpais		display	criteoSubid
elpais_materias-educativas_mob-sticky	elpais		display	criteoSubid
elpais_materias-educativas_web-ldb1	elpais		display	criteoSubid
elpais_materias-educativas_web-ldb2	elpais		display	criteoSubid
elpais_materias-educativas_web-ldb3	elpais		display	criteoSubid
elpais_materias-educativas_web-mpu1	elpais		display	criteoSubid
elpais_materias-educativas_web-mpu2	elpais		display	criteoSubid
elpais_materias-educativas_web-mpu3	elpais		display	criteoSubid
elpais_materias-educativas_web-mpu4	elpais		display	criteoSubid
elpais_materias-educativas_web-mpu5	elpais		display	criteoSubid
elpais_materias-empresariales_web-ldb1	elpais		display	criteoSubid
elpais_materias-empresariales_web-mpu1	elpais		display	criteoSubid
elpais_materias-exactas_mob-mldb1	elpais		display	criteoSubid
elpais_materias-exactas_mob-mldb2	elpais		display	criteoSubid
elpais_materias-exactas_mob-mldb3	elpais		display	criteoSubid
elpais_materias-exactas_mob-mpu1	elpais		display	criteoSubid
elpais_materias-exactas_mob-mpu2	elpais		display	criteoSubid
elpais_materias-exactas_mob-mpu3	elpais		display	criteoSubid
elpais_materias-exactas_mob-mpu4	elpais		display	criteoSubid
elpais_materias-exactas_mob-mpu5	elpais		display	criteoSubid
elpais_materias-exactas_mob-sticky	elpais		display	criteoSubid
elpais_materias-exactas_web-ldb1	elpais		display	criteoSubid
elpais_materias-exactas_web-ldb2	elpais		display	criteoSubid
elpais_materias-exactas_web-ldb3	elpais		display	criteoSubid
elpais_materias-exactas_web-mpu1	elpais		display	criteoSubid
elpais_materias-exactas_web-mpu2	elpais		display	criteoSubid
elpais_materias-exactas_web-mpu3	elpais		display	criteoSubid
elpais_materias-exactas_web-mpu4	elpais		display	criteoSubid
elpais_materias-exactas_web-mpu5	elpais		display	criteoSubid
elpais_materias-juridicas_mob-mldb1	elpais		display	criteoSubid
elpais_materias-juridicas_mob-mldb2	elpais		display	criteoSubid
elpais_materias-juridicas_mob-mldb3	elpais		display	criteoSubid
elpais_materias-juridicas_mob-mpu1	elpais		display	criteoSubid
elpais_materias-juridicas_mob-mpu2	elpais		display	criteoSubid
elpais_materias-juridicas_mob-mpu3	elpais		display	criteoSubid
elpais_materias-juridicas_mob-mpu4	elpais		display	criteoSubid
elpais_materias-juridicas_mob-mpu5	elpais		display	criteoSubid
elpais_materias-juridicas_mob-sticky	elpais		display	criteoSubid
elpais_materias-juridicas_web-ldb1	elpais		display	criteoSubid
elpais_materias-juridicas_web-ldb2	elpais		display	criteoSubid
elpais_materias-juridicas_web-ldb3	elpais		display	criteoSubid
elpais_materias-juridicas_web-mpu1	elpais		display	criteoSubid
elpais_materias-juridicas_web-mpu2	elpais		display	criteoSubid
elpais_materias-juridicas_web-mpu3	elpais		display	criteoSubid
elpais_materias-juridicas_web-mpu4	elpais		display	criteoSubid
elpais_materias-juridicas_web-mpu5	elpais		display	criteoSubid
elpais_materias-naturales_mob-ldb1	elpais		display	criteoSubid
elpais_materias-naturales_mob-mldb1	elpais		display	criteoSubid
elpais_materias-naturales_mob-mldb3	elpais		display	criteoSubid
elpais_materias-naturales_mob-mpu1	elpais		display	criteoSubid
elpais_materias-naturales_mob-mpu2	elpais		display	criteoSubid
elpais_materias-naturales_mob-mpu3	elpais		display	criteoSubid
elpais_materias-naturales_mob-mpu4	elpais		display	criteoSubid
elpais_materias-naturales_mob-mpu5	elpais		display	criteoSubid
elpais_materias-naturales_mob-sticky	elpais		display	criteoSubid
elpais_materias-naturales_web-ldb1	elpais		display	criteoSubid
elpais_materias-naturales_web-mpu1	elpais		display	criteoSubid
elpais_materias-naturales_web-mpu2	elpais		display	criteoSubid
elpais_materias-politicas_mob-mldb1	elpais		display	criteoSubid
elpais_materias-politicas_mob-mldb2	elpais		display	criteoSubid
elpais_materias-politicas_mob-mldb3	elpais		display	criteoSubid
elpais_materias-politicas_mob-mpu1	elpais		display	criteoSubid
elpais_materias-politicas_mob-mpu2	elpais		display	criteoSubid
elpais_materias-politicas_mob-mpu3	elpais		display	criteoSubid
elpais_materias-politicas_mob-mpu4	elpais		display	criteoSubid
elpais_materias-politicas_mob-mpu5	elpais		display	criteoSubid
elpais_materias-politicas_mob-sticky	elpais		display	criteoSubid
elpais_materias-politicas_web-ldb1	elpais		display	criteoSubid
elpais_materias-politicas_web-ldb2	elpais		display	criteoSubid
elpais_materias-politicas_web-ldb3	elpais		display	criteoSubid
elpais_materias-politicas_web-mpu1	elpais		display	criteoSubid
elpais_materias-politicas_web-mpu2	elpais		display	criteoSubid
elpais_materias-politicas_web-mpu3	elpais		display	criteoSubid
elpais_materias-politicas_web-mpu4	elpais		display	criteoSubid
elpais_materias-politicas_web-mpu5	elpais		display	criteoSubid
elpais_materias-primas_mob-ldb1	elpais		display	criteoSubid
elpais_materias-primas_mob-ldb2	elpais		display	criteoSubid
elpais_materias-primas_mob-ldb3	elpais		display	criteoSubid
elpais_materias-primas_mob-mldb1	elpais		display	criteoSubid
elpais_materias-primas_mob-mldb2	elpais		display	criteoSubid
elpais_materias-primas_mob-mldb3	elpais		display	criteoSubid
elpais_materias-primas_mob-mpu1	elpais		display	criteoSubid
elpais_materias-primas_mob-mpu2	elpais		display	criteoSubid
elpais_materias-primas_mob-mpu3	elpais		display	criteoSubid
elpais_materias-primas_mob-mpu4	elpais		display	criteoSubid
elpais_materias-primas_mob-mpu5	elpais		display	criteoSubid
elpais_materias-primas_mob-sticky	elpais		display	criteoSubid
elpais_materias-primas_web-ldb1	elpais		display	criteoSubid
elpais_materias-primas_web-ldb2	elpais		display	criteoSubid
elpais_materias-primas_web-ldb3	elpais		display	criteoSubid
elpais_materias-primas_web-mpu1	elpais		display	criteoSubid
elpais_materias-primas_web-mpu2	elpais		display	criteoSubid
elpais_materias-primas_web-mpu3	elpais		display	criteoSubid
elpais_materias-primas_web-mpu4	elpais		display	criteoSubid
elpais_materias-primas_web-mpu5	elpais		display	criteoSubid
elpais_materias-primas_web-sticky	elpais		display	criteoSubid
elpais_materias-sociales_mob-ldb1	elpais		display	criteoSubid
elpais_materias-sociales_mob-mldb1	elpais		display	criteoSubid
elpais_materias-sociales_mob-mpu1	elpais		display	criteoSubid
elpais_materias-sociales_mob-mpu2	elpais		display	criteoSubid
elpais_materias-sociales_mob-mpu3	elpais		display	criteoSubid
elpais_materias-sociales_mob-mpu4	elpais		display	criteoSubid
elpais_materias-sociales_mob-mpu5	elpais		display	criteoSubid
elpais_materias-sociales_mob-sticky	elpais		display	criteoSubid
elpais_materias-sociales_web-ldb1	elpais		display	criteoSubid
elpais_materias-sociales_web-ldb3	elpais		display	criteoSubid
elpais_materias-sociales_web-mpu1	elpais		display	criteoSubid
elpais_materias-sociales_web-mpu2	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-ldb1	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-mldb1	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-mldb3	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-mpu1	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-mpu2	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-mpu3	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-mpu4	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-mpu5	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_mob-sticky	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_web-ldb1	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_web-ldb3	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_web-mpu1	elpais		display	criteoSubid
elpais_materia-y-tecnologia-aplicada_web-mpu2	elpais		display	criteoSubid
elpais_mexico_mob-105	elpais		display	criteoSubid
elpais_mexico_mob-5	elpais		display	criteoSubid
elpais_mexico_mob-55	elpais		display	criteoSubid
elpais_mexico_mob-65	elpais		display	criteoSubid
elpais_mexico_mob-75	elpais		display	criteoSubid
elpais_mexico_mob-ldb1	elpais		display	criteoSubid
elpais_mexico_mob-ldb2	elpais		display	criteoSubid
elpais_mexico_mob-ldb3	elpais		display	criteoSubid
elpais_mexico_mob-mldb1	elpais		display	criteoSubid
elpais_mexico_mob-mldb2	elpais		display	criteoSubid
elpais_mexico_mob-mldb3	elpais		display	criteoSubid
elpais_mexico_mob-mpu1	elpais		display	criteoSubid
elpais_mexico_mob-mpu2	elpais		display	criteoSubid
elpais_mexico_mob-mpu3	elpais		display	criteoSubid
elpais_mexico_mob-mpu4	elpais		display	criteoSubid
elpais_mexico_mob-mpu5	elpais		display	criteoSubid
elpais_mexico_mob-sticky	elpais		display	criteoSubid
elpais_mexico_mob-sticky5	elpais		display	criteoSubid
elpais_mexico_web-ldb1	elpais		display	criteoSubid
elpais_mexico_web-ldb2	elpais		display	criteoSubid
elpais_mexico_web-ldb3	elpais		display	criteoSubid
elpais_mexico_web-mldb1	elpais		display	criteoSubid
elpais_mexico_web-mldb2	elpais		display	criteoSubid
elpais_mexico_web-mldb3	elpais		display	criteoSubid
elpais_mexico_web-mpu1	elpais		display	criteoSubid
elpais_mexico_web-mpu2	elpais		display	criteoSubid
elpais_mexico_web-mpu3	elpais		display	criteoSubid
elpais_mexico_web-mpu4	elpais		display	criteoSubid
elpais_mexico_web-mpu5	elpais		display	criteoSubid
elpais_mob-105	elpais		display	criteoSubid
elpais_mob-115	elpais		display	criteoSubid
elpais_mob-125	elpais		display	criteoSubid
elpais_mob-135	elpais		display	criteoSubid
elpais_mob-145	elpais		display	criteoSubid
elpais_mob-15	elpais		display	criteoSubid
elpais_mob-155	elpais		display	criteoSubid
elpais_mob-165	elpais		display	criteoSubid
elpais_mob-175	elpais		display	criteoSubid
elpais_mob-185	elpais		display	criteoSubid
elpais_mob-195	elpais		display	criteoSubid
elpais_mob-205	elpais		display	criteoSubid
elpais_mob-215	elpais		display	criteoSubid
elpais_mob-225	elpais		display	criteoSubid
elpais_mob-235	elpais		display	criteoSubid
elpais_mob-245	elpais		display	criteoSubid
elpais_mob-25	elpais		display	criteoSubid
elpais_mob-255	elpais		display	criteoSubid
elpais_mob-265	elpais		display	criteoSubid
elpais_mob-275	elpais		display	criteoSubid
elpais_mob-285	elpais		display	criteoSubid
elpais_mob-295	elpais		display	criteoSubid
elpais_mob-305	elpais		display	criteoSubid
elpais_mob-315	elpais		display	criteoSubid
elpais_mob-325	elpais		display	criteoSubid
elpais_mob-335	elpais		display	criteoSubid
elpais_mob-345	elpais		display	criteoSubid
elpais_mob-35	elpais		display	criteoSubid
elpais_mob-355	elpais		display	criteoSubid
elpais_mob-365	elpais		display	criteoSubid
elpais_mob-375	elpais		display	criteoSubid
elpais_mob-385	elpais		display	criteoSubid
elpais_mob-395	elpais		display	criteoSubid
elpais_mob-405	elpais		display	criteoSubid
elpais_mob-415	elpais		display	criteoSubid
elpais_mob-425	elpais		display	criteoSubid
elpais_mob-45	elpais		display	criteoSubid
elpais_mob-5	elpais		display	criteoSubid
elpais_mob-55	elpais		display	criteoSubid
elpais_mob-65	elpais		display	criteoSubid
elpais_mob-75	elpais		display	criteoSubid
elpais_mob-85	elpais		display	criteoSubid
elpais_mob-95	elpais		display	criteoSubid
elpais_mob-995	elpais		display	criteoSubid
elpais_mob-ldb1	elpais		display	criteoSubid
elpais_mob-ldb2	elpais		display	criteoSubid
elpais_mob-ldb3	elpais		display	criteoSubid
elpais_mob-ldb4	elpais		display	criteoSubid
elpais_mob-ldb5	elpais		display	criteoSubid
elpais_mob-mldb1	elpais		display	criteoSubid
elpais_mob-mldb2	elpais		display	criteoSubid
elpais_mob-mldb3	elpais		display	criteoSubid
elpais_mob-mldb5	elpais		display	criteoSubid
elpais_mob-mpu1	elpais		display	criteoSubid
elpais_mob-mpu10	elpais		display	criteoSubid
elpais_mob-mpu2	elpais		display	criteoSubid
elpais_mob-mpu3	elpais		display	criteoSubid
elpais_mob-mpu4	elpais		display	criteoSubid
elpais_mob-mpu5	elpais		display	criteoSubid
elpais_mob-mpu6	elpais		display	criteoSubid
elpais_mob-mpu7	elpais		display	criteoSubid
elpais_mob-sticky	elpais		display	criteoSubid
elpais_mob-sticky5	elpais		display	criteoSubid
elpais_tecnologia_mob-ldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-ldb2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-ldb3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-mldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-mldb2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-mldb3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-mpu1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-mpu2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-mpu3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-mpu4	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-mpu5	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_mob-sticky	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-ldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-ldb2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-ldb3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-mldb3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-mpu1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-mpu2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-mpu3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-mpu4	elpais_tecnologia		display	criteoSubid
elpais_tecnologia_web-mpu5	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-3d_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-3d_mob-mldb3	elpais		display	criteoSubid
elpais_tecnologia-3d_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-3d_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologia-3d_mob-mpu3	elpais		display	criteoSubid
elpais_tecnologia-3d_mob-mpu5	elpais		display	criteoSubid
elpais_tecnologia-3d_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-3d_web-ldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-3d_web-ldb3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-3d_web-mpu1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-3d_web-mpu2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-4d_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-4d_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-4d_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-4d_web-ldb1	elpais		display	criteoSubid
elpais_tecnologia-4d_web-mpu1	elpais		display	criteoSubid
elpais_tecnologia-4d_web-mpu2	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-ldb1	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-mldb3	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-mpu3	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-mpu4	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-mpu5	elpais		display	criteoSubid
elpais_tecnologia-alimentos_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-alimentos_web-ldb1	elpais		display	criteoSubid
elpais_tecnologia-alimentos_web-ldb3	elpais		display	criteoSubid
elpais_tecnologia-alimentos_web-mpu1	elpais		display	criteoSubid
elpais_tecnologia-alimentos_web-mpu2	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-ldb1	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-mldb3	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-mpu3	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-mpu4	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-mpu5	elpais		display	criteoSubid
elpais_tecnologia-digital_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-digital_web-ldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-digital_web-ldb3	elpais		display	criteoSubid
elpais_tecnologia-digital_web-mpu1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-digital_web-mpu2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-financiera_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-financiera_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-financiera_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologia-financiera_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-financiera_web-ldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-financiera_web-ldb3	elpais		display	criteoSubid
elpais_tecnologia-financiera_web-mpu1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-financiera_web-mpu2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-inalambrica_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-inalambrica_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-inalambrica_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-inalambrica_web-ldb1	elpais		display	criteoSubid
elpais_tecnologia-inalambrica_web-mpu1	elpais		display	criteoSubid
elpais_tecnologia-inalambrica_web-mpu2	elpais		display	criteoSubid
elpais_tecnologia-ip_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-ip_mob-mldb3	elpais		display	criteoSubid
elpais_tecnologia-ip_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-ip_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologia-ip_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-ip_web-ldb1	elpais		display	criteoSubid
elpais_tecnologia-ip_web-mpu1	elpais		display	criteoSubid
elpais_tecnologia-ip_web-mpu2	elpais		display	criteoSubid
elpais_tecnologia-nfc_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-nfc_mob-mldb3	elpais		display	criteoSubid
elpais_tecnologia-nfc_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-nfc_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologia-nfc_mob-mpu3	elpais		display	criteoSubid
elpais_tecnologia-nfc_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-nfc_web-ldb1	elpais		display	criteoSubid
elpais_tecnologia-nfc_web-mpu1	elpais		display	criteoSubid
elpais_tecnologia-nfc_web-mpu2	elpais		display	criteoSubid
elpais_tecnologia-personal_mob-ldb1	elpais		display	criteoSubid
elpais_tecnologia-personal_mob-ldb3	elpais		display	criteoSubid
elpais_tecnologia-personal_mob-mldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_mob-mldb3	elpais		display	criteoSubid
elpais_tecnologia-personal_mob-mpu1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_mob-mpu2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_mob-mpu3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_mob-mpu4	elpais		display	criteoSubid
elpais_tecnologia-personal_mob-mpu5	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_mob-sticky	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_web-ldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_web-ldb2	elpais		display	criteoSubid
elpais_tecnologia-personal_web-ldb3	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_web-mldb3	elpais		display	criteoSubid
elpais_tecnologia-personal_web-mpu1	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-personal_web-mpu2	elpais_tecnologia		display	criteoSubid
elpais_tecnologia-ponible_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-ponible_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-ponible_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologia-ponible_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-ponible_web-ldb1	elpais		display	criteoSubid
elpais_tecnologia-ponible_web-mpu1	elpais		display	criteoSubid
elpais_tecnologia-ponible_web-mpu2	elpais		display	criteoSubid
elpais_tecnologia-sanitaria_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologia-sanitaria_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologia-sanitaria_mob-sticky	elpais		display	criteoSubid
elpais_tecnologia-sanitaria_web-ldb1	elpais		display	criteoSubid
elpais_tecnologia-sanitaria_web-ldb3	elpais		display	criteoSubid
elpais_tecnologia-sanitaria_web-mpu1	elpais		display	criteoSubid
elpais_tecnologia-sanitaria_web-mpu2	elpais		display	criteoSubid
elpais_tecnologias-hidrogeno_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologias-hidrogeno_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologias-hidrogeno_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologias-hidrogeno_mob-mpu3	elpais		display	criteoSubid
elpais_tecnologias-hidrogeno_mob-mpu4	elpais		display	criteoSubid
elpais_tecnologias-hidrogeno_mob-sticky	elpais		display	criteoSubid
elpais_tecnologias-hidrogeno_web-ldb1	elpais_tecnologia		display	criteoSubid
elpais_tecnologias-hidrogeno_web-ldb3	elpais		display	criteoSubid
elpais_tecnologias-hidrogeno_web-mpu1	elpais_tecnologia		display	criteoSubid
elpais_tecnologias-hidrogeno_web-mpu2	elpais		display	criteoSubid
elpais_tecnologias-informacion_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologias-informacion_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologias-informacion_mob-sticky	elpais		display	criteoSubid
elpais_tecnologias-informacion_web-ldb1	elpais		display	criteoSubid
elpais_tecnologias-informacion_web-ldb3	elpais		display	criteoSubid
elpais_tecnologias-informacion_web-mpu1	elpais		display	criteoSubid
elpais_tecnologias-informacion_web-mpu2	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-ldb1	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-ldb3	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-mldb3	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-mpu2	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-mpu3	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-mpu4	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-mpu5	elpais		display	criteoSubid
elpais_tecnologias-movilidad_mob-sticky	elpais		display	criteoSubid
elpais_tecnologias-movilidad_web-ldb1	elpais		display	criteoSubid
elpais_tecnologias-movilidad_web-ldb3	elpais		display	criteoSubid
elpais_tecnologias-movilidad_web-mpu1	elpais		display	criteoSubid
elpais_tecnologias-movilidad_web-mpu2	elpais		display	criteoSubid
elpais_tecnologias-y-sistemas-de-seguridad_mob-mldb1	elpais		display	criteoSubid
elpais_tecnologias-y-sistemas-de-seguridad_mob-mpu1	elpais		display	criteoSubid
elpais_tecnologias-y-sistemas-de-seguridad_mob-sticky	elpais		display	criteoSubid
elpais_tecnologias-y-sistemas-de-seguridad_web-ldb1	elpais		display	criteoSubid
elpais_tecnologias-y-sistemas-de-seguridad_web-mpu1	elpais		display	criteoSubid
elpais_tentaciones_mob-105	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-115	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-125	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-135	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-5	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-55	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-65	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-75	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-85	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-95	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-ldb1	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-ldb2	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-ldb3	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-mldb1	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-mldb2	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-mldb3	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-mpu1	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-mpu2	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-mpu3	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-mpu4	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-mpu5	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-sticky	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_mob-sticky5	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_web-5	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_web-55	elpais_tentaciones		display	criteoSubid
elpais_tentaciones_web-65	elpais_tentaciones		display	criteoSubid
