coso	site	origen
vocento.larioja-skyscraper_der	larioja	amazonVocentoSlotname
vocento.larioja-skyscraper_izq	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_cinco	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_cinco_local	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_cuatro	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_cuatro_local	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_dos	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_dos_local	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_local	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_tres	larioja	amazonVocentoSlotname
webm.LARIOJA-megabanner_tres_local	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_cinco	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_cinco_local	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_cuatro	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_cuatro_local	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_diez	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_diez_local	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_dos	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_nueve	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_nueve_local	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_ocho	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_ocho_local	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_seis	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_seis_local	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_siete	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_siete_local	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_tres	larioja	amazonVocentoSlotname
webm.LARIOJA-robapaginas_tres_local	larioja	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/alicante	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/comarcas	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/comunitat	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/culturas/tv	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/economia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/economia/vivienda	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gastronomia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gastronomia/bares-barras	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gastronomia/restaurantes	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gente-estilo	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/marina-baja	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/politica	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/revista-valencia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/ribera	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/safor	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sociedad	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sociedad/a-la-carrera	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sociedad/salud	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sorteos	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sucesos	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/valenciacf	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/valencia-ciudad	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_dos	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_dos_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-skyscraper_der	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-skyscraper_izq	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_dos	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_dos_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_local	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/alcoia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/antropia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/barrios-valencia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/camp-morvedre	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/camp-turia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/canal-navarres	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/canal-valentia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/castellon	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/ciudad-vecinos	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/cosaspracticas	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/costera	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/culturas	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/culturas/cine	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/culturas/libros	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/culturas/musica	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/atletismo/	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/baloncesto	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/ciclismo	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/futbol	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/futbol/mundial	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/futbol/mundial/rusia-2018	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/futbol-femenino	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/motor	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/deportes/valencia-bc	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/economia/mercados	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/elecciones	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/elecciones/catalanas	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/elecciones/europeas	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/extras	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/fallas-valencia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/fallas-valencia/cartel-toros-feria-fallas	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/fiestas-tradiciones	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gastronomia/chefs	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gastronomia/comer-beber	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gastronomia/menus	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gastronomia/recetas	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/gastronomia/zona-liquida	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/horta	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/horta-morvedre	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/internacional	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/levanteud	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/los-oscars	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/loteria/el-nino	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/loteria/navidad	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/marina	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/marina-alta	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/motor	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/orihuela	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/planes	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/planes/canalesqui	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/planes/gastronomia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/planes/viajes	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/premios-goya	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/premios-valencianos-sxxi	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/ribera-costera	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sociedad/cumbre-cambio-climatico-chile-madrid-cop25	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sociedad/educacion	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sociedad/urbanitas	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sorteos/loteria-navidad/	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/sucesos/caso-abierto	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/tecnologia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/temas/portada	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/tomatina	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/transporte-publico	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/valencia	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/vall-albaida	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/vivir	lasprovincias	amazonVocentoSlotname
/4900/webm.LASPROVINCIAS/AMP/vivir/salud	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_cinco	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_cinco_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_cuatro	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_cuatro_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_dos	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_dos_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_tres	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-megabanner_tres_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_cinco	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_cinco_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_cuatro	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_cuatro_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_diez	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_diez_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_nueve	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_ocho	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_ocho_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_seis	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_seis_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_siete	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_siete_local	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_tres	lasprovincias	amazonVocentoSlotname
vocento.lasprovincias-robapaginas_tres_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_cinco	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_cinco_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_cuatro	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_cuatro_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_dos	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_dos_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_tres	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-megabanner_tres_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_cinco	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_cinco_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_cuatro	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_cuatro_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_diez	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_diez_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_nueve	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_nueve_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_ocho	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_ocho_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_seis	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_seis_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_siete	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_siete_local	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_tres	lasprovincias	amazonVocentoSlotname
webm.LASPROVINCIAS-robapaginas_tres_local	lasprovincias	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/culturas	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/economia-region-murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/gastronomia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/alcantarilla	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/cartagena	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/ciudad-murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/lorca	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/sociedad	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_dos	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_dos_local	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_local	laverdad	amazonVocentoSlotname
vocento.lavozdigital-megabanner_tres	lavozdigital	amazonVocentoSlotname
vocento.lavozdigital-robapaginas	lavozdigital	amazonVocentoSlotname
vocento.lavozdigital-robapaginas_dos	lavozdigital	amazonVocentoSlotname
vocento.lavozdigital-robapaginas_tres	lavozdigital	amazonVocentoSlotname
vocento.lavozdigital-skyscraper_der	lavozdigital	amazonVocentoSlotname
vocento.lavozdigital-skyscraper_izq	lavozdigital	amazonVocentoSlotname
webm.LAVERDAD-megabanner	laverdad	amazonVocentoSlotname
webm.LAVERDAD-robapaginas	laverdad	amazonVocentoSlotname
webm.LAVERDAD-robapaginas_dos_local	laverdad	amazonVocentoSlotname
webm.LAVERDAD-robapaginas_local	laverdad	amazonVocentoSlotname
/4900/vocento.laverdad/AMP/murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/ababol	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/adn-murciano	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/agro	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/al-aire-libre	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/antropia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/autor	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/camara-comercio-murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/carlos-alcaraz	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/cartagineses-romanos	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/baloncesto	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/ciclismo	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/futbol	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/futbol/mundial	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/futbol-femenino	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/futbol-sala-cartagena	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/motor	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/motor/formula-1	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/motor/motociclismo	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/pozo	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/deportes/ucamcb	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/economia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/economia/mercados	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/economia/vivienda	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/elecciones	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/elecciones/eeuu/	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/eventos	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/fccartagena	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/feria-murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/fiestas-primavera	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/gastronomia/preguntas-respuestas	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/gente-estilo	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/grupohuertas	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/grupohuertas/audi	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/grupohuertas/iveco	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/grupohuertas/jeep	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/grupohuertas/lexus	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/grupohuertas/mercedes	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/grupohuertas/seat	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/grupohuertas/volkswagen	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/internacional	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/juntos-saldremos-murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/lospiesenlatierra	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/loteria	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/loteriadelnino	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/motor	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/mundo-mascota	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/aguilas	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/alhama	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/caravaca	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/cieza	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/jumilla	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/lastorresdecotillas	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/lorca/decimo-aniversario-terremoto-lorca	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/lorca/juegos-deportivos-guadalentin	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/mazarron	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/molina	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/otros-municipios	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/sanjavier	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/sanpedro	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/torrepacheco	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/totana	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/murcia/yecla	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/nacional	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/navidad	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/nuestra-economia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/nuestra-economia/banco-sabadell	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/nuestra-tierra	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/planes	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/planes/canal-esqui	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/planes/escapadas-guia-repsol	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/planes/larutaconunpar	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/planes/viajes	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/portada	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/realmurcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/salud	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/salud/quiron-salud-murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/sef	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/semana-hamburguesa	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/semana-santa	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/semana-santa/cartagena	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/semana-santa/murcia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/sociedad/ciencia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/sociedad/cumbre-cambio-climatico-chile-madrid-cop25	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/sociedad/educacion	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/tecnologia	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/temas/lugares/portada	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/temas/portada	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/ucamcf	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/verano	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/vivir	laverdad	amazonVocentoSlotname
/4900/webm.LAVERDAD/AMP/vivir/salud	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_cinco	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_cinco_local	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_cuatro	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_cuatro_local	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_dos	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_dos_local	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_local	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_tres	laverdad	amazonVocentoSlotname
vocento.laverdad-megabanner_tres_local	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_cinco	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_cinco_local	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_cuatro	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_cuatro_local	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_diez	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_diez_local	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_nueve	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_ocho	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_ocho_local	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_seis	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_seis_local	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_siete	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_siete_local	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_tres	laverdad	amazonVocentoSlotname
vocento.laverdad-robapaginas_tres_local	laverdad	amazonVocentoSlotname
