coso,site,origen
"""mundodeportivo.com""","""mundodeportivo""","amazonGodo"
"""mundodeportivo.biz""","""mundodeportivo""","amazonGodo"
"""lavanguardia.biz""","""lavanguardia""","amazonGodo"
"""lavanguardia.com""","""lavanguardia""","amazonGodo"
